Datetime,Open,High,Low,Close,Adj Close,Volume
2023-07-11 09:30:00,116.29000091552734,116.33999633789062,115.3499984741211,115.68000030517578,115.68000030517578,1556308
2023-07-11 09:32:00,115.66000366210938,116.11000061035156,115.63999938964844,115.91500091552734,115.91500091552734,307459
2023-07-11 09:34:00,115.91500091552734,116.38999938964844,115.87000274658203,116.35900115966797,116.35900115966797,341647
2023-07-11 09:36:00,116.3511962890625,116.87349700927734,116.30000305175781,116.83999633789062,116.83999633789062,369327
2023-07-11 09:38:00,116.83999633789062,117.01000213623047,116.6500015258789,116.94660186767578,116.94660186767578,385932
2023-07-11 09:40:00,116.93299865722656,116.95999908447266,116.26000213623047,116.26000213623047,116.26000213623047,268915
2023-07-11 09:42:00,116.26300048828125,116.55999755859375,116.13009643554688,116.5199966430664,116.5199966430664,210308
2023-07-11 09:44:00,116.52999877929688,116.7699966430664,116.38999938964844,116.44999694824219,116.44999694824219,157741
2023-07-11 09:46:00,116.44999694824219,116.45999908447266,116.27880096435547,116.41010284423828,116.41010284423828,93950
2023-07-11 09:48:00,116.41000366210938,116.4800033569336,116.18000030517578,116.19999694824219,116.19999694824219,118814
2023-07-11 09:50:00,116.20999908447266,116.45500183105469,116.08999633789062,116.36000061035156,116.36000061035156,156593
2023-07-11 09:52:00,116.36000061035156,116.5999984741211,116.32499694824219,116.58999633789062,116.58999633789062,112874
2023-07-11 09:54:00,116.58999633789062,116.6780014038086,116.37999725341797,116.45999908447266,116.45999908447266,125328
2023-07-11 09:56:00,116.44999694824219,116.44999694824219,116.19999694824219,116.29499816894531,116.29499816894531,136779
2023-07-11 09:58:00,116.30000305175781,116.47000122070312,116.30000305175781,116.45999908447266,116.45999908447266,73911
2023-07-11 10:00:00,116.45999908447266,116.47000122070312,116.22000122070312,116.47000122070312,116.47000122070312,193877
2023-07-11 10:02:00,116.4749984741211,116.62000274658203,116.4000015258789,116.61000061035156,116.61000061035156,133307
2023-07-11 10:04:00,116.61000061035156,116.6405029296875,116.3550033569336,116.5199966430664,116.5199966430664,166042
2023-07-11 10:06:00,116.5199966430664,116.55000305175781,116.37999725341797,116.4572982788086,116.4572982788086,124705
2023-07-11 10:08:00,116.47000122070312,116.52999877929688,116.37000274658203,116.44499969482422,116.44499969482422,111307
