Datetime,Open,High,Low,Close,Adj Close,Volume
2023-07-11 09:30:00,189.16000366210938,189.3000030517578,188.60000610351562,188.82000732421875,188.82000732421875,1774430
2023-07-11 09:32:00,188.80999755859375,188.83999633789062,188.3000030517578,188.41000366210938,188.41000366210938,552215
2023-07-11 09:34:00,188.4250030517578,188.9499969482422,188.41000366210938,188.85499572753906,188.85499572753906,389430
2023-07-11 09:36:00,188.85499572753906,189.0,188.77499389648438,189.0,189.0,364325
2023-07-11 09:38:00,188.99000549316406,189.02999877929688,188.77000427246094,188.82000732421875,188.82000732421875,319910
2023-07-11 09:40:00,188.82859802246094,188.8800048828125,188.00999450683594,188.02560424804688,188.02560424804688,479534
2023-07-11 09:42:00,188.02000427246094,188.1199951171875,187.91000366210938,188.0749969482422,188.0749969482422,444705
2023-07-11 09:44:00,188.0500030517578,188.1199951171875,187.88009643554688,188.1186981201172,188.1186981201172,322486
2023-07-11 09:46:00,188.11900329589844,188.14999389648438,187.89999389648438,188.02000427246094,188.02000427246094,288661
2023-07-11 09:48:00,188.02000427246094,188.0800018310547,187.75999450683594,187.8800048828125,187.8800048828125,324817
2023-07-11 09:50:00,187.88999938964844,188.11819458007812,187.8300018310547,187.89869689941406,187.89869689941406,370078
2023-07-11 09:52:00,187.89999389648438,188.13999938964844,187.86000061035156,187.97000122070312,187.97000122070312,309231
2023-07-11 09:54:00,187.97500610351562,188.0500030517578,187.82000732421875,187.88499450683594,187.88499450683594,337619
2023-07-11 09:56:00,187.9199981689453,187.94000244140625,187.58999633789062,187.77999877929688,187.77999877929688,470955
2023-07-11 09:58:00,187.7801055908203,187.85989379882812,187.72999572753906,187.8300018310547,187.8300018310547,208918
2023-07-11 10:00:00,187.83999633789062,187.88999938964844,187.67999267578125,187.75900268554688,187.75900268554688,267516
2023-07-11 10:02:00,187.75999450683594,187.83999633789062,187.6199951171875,187.8218994140625,187.8218994140625,241001
2023-07-11 10:04:00,187.80999755859375,187.87449645996094,187.4499969482422,187.58990478515625,187.58990478515625,375031
2023-07-11 10:06:00,187.60000610351562,187.76499938964844,187.57009887695312,187.61839294433594,187.61839294433594,265749
2023-07-11 10:08:00,187.61000061035156,187.8000030517578,187.55999755859375,187.6649932861328,187.6649932861328,191163
2023-07-11 10:10:00,187.65499877929688,187.77999877929688,187.57000732421875,187.75900268554688,187.75900268554688,170110
2023-07-11 10:12:00,187.75999450683594,187.8000030517578,187.65499877929688,187.72000122070312,187.72000122070312,145326
2023-07-11 10:14:00,187.72999572753906,187.7550048828125,187.5800018310547,187.7100067138672,187.7100067138672,155295
2023-07-11 10:16:00,187.7100067138672,187.97999572753906,187.7100067138672,187.97999572753906,187.97999572753906,236081
2023-07-11 10:18:00,187.97000122070312,188.02499389648438,187.89999389648438,188.02499389648438,188.02499389648438,179068
2023-07-11 10:20:00,188.02499389648438,188.1699981689453,188.0198974609375,188.13499450683594,188.13499450683594,187725
2023-07-11 10:22:00,188.13499450683594,188.1999969482422,188.02000427246094,188.1199951171875,188.1199951171875,231456
2023-07-11 10:24:00,188.1300048828125,188.1300048828125,187.88999938964844,187.97500610351562,187.97500610351562,231295
2023-07-11 10:26:00,187.97500610351562,188.10000610351562,187.86000061035156,188.07870483398438,188.07870483398438,211444
2023-07-11 10:28:00,188.0749969482422,188.125,187.94000244140625,188.11000061035156,188.11000061035156,193123
2023-07-11 10:30:00,188.09500122070312,188.13999938964844,188.00059509277344,188.06500244140625,188.06500244140625,223285
2023-07-11 10:32:00,188.06500244140625,188.125,187.99000549316406,188.0399932861328,188.0399932861328,191766
2023-07-11 10:34:00,188.0449981689453,188.1300048828125,187.8907012939453,188.1009063720703,188.1009063720703,198092
2023-07-11 10:36:00,188.10879516601562,188.1750030517578,188.00010681152344,188.09010314941406,188.09010314941406,149613
2023-07-11 10:38:00,188.10000610351562,188.25,188.07699584960938,188.24000549316406,188.24000549316406,166260
2023-07-11 10:40:00,188.23989868164062,188.27000427246094,188.10000610351562,188.16000366210938,188.16000366210938,187172
2023-07-11 10:42:00,188.16000366210938,188.25,188.139892578125,188.2100067138672,188.2100067138672,120322
2023-07-11 10:44:00,188.2050018310547,188.40499877929688,188.1999969482422,188.3000030517578,188.3000030517578,221217
2023-07-11 10:46:00,188.30999755859375,188.55999755859375,188.28269958496094,188.55999755859375,188.55999755859375,240563
2023-07-11 10:48:00,188.5500030517578,188.5601043701172,188.389892578125,188.43499755859375,188.43499755859375,172304
2023-07-11 10:50:00,188.44000244140625,188.44000244140625,188.41000366210938,188.41000366210938,188.41000366210938,7884
2023-07-11 10:52:00,188.25999450683594,188.25999450683594,188.14500427246094,188.19900512695312,188.19900512695312,279544
2023-07-11 10:54:00,188.19500732421875,188.27999877929688,188.1300048828125,188.19000244140625,188.19000244140625,144453
2023-07-11 10:56:00,188.19000244140625,188.22000122070312,188.1217041015625,188.1699981689453,188.1699981689453,99487
2023-07-11 10:58:00,188.1699981689453,188.27000427246094,188.14999389648438,188.16000366210938,188.16000366210938,113400
2023-07-11 11:00:00,188.16000366210938,188.22000122070312,188.10000610351562,188.16000366210938,188.16000366210938,130472
2023-07-11 11:02:00,188.16000366210938,188.40499877929688,188.14999389648438,188.39999389648438,188.39999389648438,154421
2023-07-11 11:04:00,188.38999938964844,188.46090698242188,188.28790283203125,188.2949981689453,188.2949981689453,190044
2023-07-11 11:06:00,188.3000030517578,188.32000732421875,187.92999267578125,187.98500061035156,187.98500061035156,208521
2023-07-11 11:08:00,187.98800659179688,188.0800018310547,187.92999267578125,187.94000244140625,187.94000244140625,145470
2023-07-11 11:10:00,187.9499969482422,188.0800018310547,187.9499969482422,187.97149658203125,187.97149658203125,110763
2023-07-11 11:12:00,187.96499633789062,188.0800018310547,187.91200256347656,188.01080322265625,188.01080322265625,132321
2023-07-11 11:14:00,188.02000427246094,188.0749969482422,188.0,188.0198974609375,188.0198974609375,108138
2023-07-11 11:16:00,188.00999450683594,188.02000427246094,187.71499633789062,187.72000122070312,187.72000122070312,290177
2023-07-11 11:18:00,187.71499633789062,187.8498992919922,187.7100067138672,187.83999633789062,187.83999633789062,166375
2023-07-11 11:20:00,187.83999633789062,187.94000244140625,187.78070068359375,187.90150451660156,187.90150451660156,118752
2023-07-11 11:22:00,187.91000366210938,187.91990661621094,187.81100463867188,187.82000732421875,187.82000732421875,133043
2023-07-11 11:24:00,187.81500244140625,187.91990661621094,187.7899932861328,187.83999633789062,187.83999633789062,108960
2023-07-11 11:26:00,187.8300018310547,187.86500549316406,187.6999969482422,187.72999572753906,187.72999572753906,114139
2023-07-11 11:28:00,187.72999572753906,187.75,187.65499877929688,187.71499633789062,187.71499633789062,161442
2023-07-11 11:30:00,187.7156982421875,187.8300018310547,187.69000244140625,187.82000732421875,187.82000732421875,130664
2023-07-11 11:32:00,187.80999755859375,187.84500122070312,187.7100067138672,187.81500244140625,187.81500244140625,100114
2023-07-11 11:34:00,187.80999755859375,187.80999755859375,187.6407012939453,187.64500427246094,187.64500427246094,131040
2023-07-11 11:36:00,187.64999389648438,187.71499633789062,187.5749969482422,187.58689880371094,187.58689880371094,175173
2023-07-11 11:38:00,187.5800018310547,187.66000366210938,187.57000732421875,187.61160278320312,187.61160278320312,159873
2023-07-11 11:40:00,187.61000061035156,187.6199951171875,187.41000366210938,187.4250030517578,187.4250030517578,217282
2023-07-11 11:42:00,187.42999267578125,187.5500030517578,187.41000366210938,187.4199981689453,187.4199981689453,153346
2023-07-11 11:44:00,187.4199981689453,187.4499969482422,187.25999450683594,187.27499389648438,187.27499389648438,236653
2023-07-11 11:46:00,187.27999877929688,187.57000732421875,187.27749633789062,187.5500030517578,187.5500030517578,149264
2023-07-11 11:48:00,187.5500030517578,187.75,187.52000427246094,187.72000122070312,187.72000122070312,176592
2023-07-11 11:50:00,187.7261962890625,187.81500244140625,187.71499633789062,187.81500244140625,187.81500244140625,88255
2023-07-11 11:52:00,187.81979370117188,187.99000549316406,187.80999755859375,187.93499755859375,187.93499755859375,195298
2023-07-11 11:54:00,187.94000244140625,188.0399932861328,187.90020751953125,187.91200256347656,187.91200256347656,169854
2023-07-11 11:56:00,187.90499877929688,187.92999267578125,187.8300018310547,187.9001007080078,187.9001007080078,158634
2023-07-11 11:58:00,187.89500427246094,188.1999969482422,187.8699951171875,188.19009399414062,188.19009399414062,212836
2023-07-11 12:00:00,188.1999969482422,188.32000732421875,188.1699981689453,188.2899932861328,188.2899932861328,198726
2023-07-11 12:02:00,188.28500366210938,188.3800048828125,188.21009826660156,188.21009826660156,188.21009826660156,170526
2023-07-11 12:04:00,188.2100067138672,188.36000061035156,188.19070434570312,188.27499389648438,188.27499389648438,165475
2023-07-11 12:06:57,188.2050018310547,188.2050018310547,188.2050018310547,188.2050018310547,188.2050018310547,0
